X1,provinceID,cityID,districtID,validVote,invalidVote,totalVotes,voters,population,name,year,DPP_votes,DPP_elected,KMT_votes,KMT_elected,highest_vote,second_highest_vote,validVote_last,DPP_votes_last,DPP_elected_last,KMT_votes_last,KMT_elected_last,highest_vote_last,second_highest_vote_last,DPP_share,KMT_share,first_share,second_share,DPP_share_last,KMT_share_last,first_share_last,second_share_last,margin_2_DPP_pos,margin_2_KMT_pos,margin_all_DPP_pos,margin_all_KMT_pos,margin_2_DPP_pos_last,margin_2_KMT_pos_last,margin_all_DPP_pos_last,margin_all_KMT_pos_last
60,10,9,2,208493,2814,211307,283554,344155,雲林縣第02選區,2020,119468,TRUE,82150,FALSE,119468,82150,177663,121114,TRUE,46494,FALSE,121114,46494,0.5730072472457108,0.3940180245859573,0.5730072472457108,0.3940180245859573,0.6817063766794437,0.261697708583104,0.6817063766794437,0.261697708583104,0.17898922265975353,-0.17898922265975353,0.17898922265975353,-0.17898922265975353,0.4200086680963397,-0.4200086680963397,0.4200086680963397,-0.4200086680963397
61,10,10,1,140795,4176,144971,199857,234770,嘉義縣第01選區,2020,81028,TRUE,56256,FALSE,81028,56256,136831,72469,TRUE,62176,FALSE,72469,62176,0.5755033914556625,0.3995596434532476,0.5755033914556625,0.3995596434532476,0.5296241348817154,0.4543999532269734,0.5296241348817154,0.4543999532269734,0.1759437480024149,-0.1759437480024149,0.1759437480024149,-0.1759437480024149,0.07522418165474204,-0.07522418165474204,0.07522418165474204,-0.07522418165474204
62,10,10,2,156344,5790,162134,222860,262683,嘉義縣第02選區,2020,72141,TRUE,0,FALSE,72141,64415,135833,88538,TRUE,43279,FALSE,88538,43279,0.46142480683620735,0,0.46142480683620735,0.4120081359054393,0.6518150964787643,0.3186191867955504,0.6518150964787643,0.3186191867955504,0.46142480683620735,-0.46142480683620735,0.04941667093076807,-0.46142480683620735,0.33319590968321394,-0.33319590968321394,0.33319590968321394,-0.33319590968321394
63,10,13,1,241913,3118,245031,323633,383199,屏東縣第01選區,2020,119871,TRUE,90467,FALSE,119871,90467,145572,101894,TRUE,43678,FALSE,101894,43678,0.4955128496608285,0.3739650204825702,0.4955128496608285,0.3739650204825702,0.6999560355013327,0.3000439644986673,0.6999560355013327,0.3000439644986673,0.1215478291782583,-0.1215478291782583,0.1215478291782583,-0.1215478291782583,0.39991207100266535,-0.39991207100266535,0.39991207100266535,-0.39991207100266535
64,10,13,2,229806,5685,235491,317010,376185,屏東縣第02選區,2020,0,FALSE,91168,FALSE,107956,91168,145019,76204,TRUE,68815,FALSE,76204,68815,0,0.39671723105576007,0.46977015395594546,0.39671723105576007,0.5254759721139989,0.4745240278860011,0.5254759721139989,0.4745240278860011,-0.39671723105576007,0.39671723105576007,-0.46977015395594546,-0.07305292290018539,0.05095194422799776,-0.05095194422799776,0.05095194422799776,-0.05095194422799776
65,10,14,1,78161,1047,79208,117051,138222,臺東縣第01選區,2020,41493,TRUE,32737,FALSE,41493,32737,65933,42317,TRUE,23616,FALSE,42317,23616,0.5308657770499354,0.41884059825232534,0.5308657770499354,0.41884059825232534,0.6418182093943852,0.3581817906056148,0.6418182093943852,0.3581817906056148,0.11202517879761009,-0.11202517879761009,0.11202517879761009,-0.11202517879761009,0.2836364187887704,-0.2836364187887704,0.2836364187887704,-0.2836364187887704
66,10,15,1,139354,1397,140751,197162,233092,花蓮縣第01選區,2020,56485,FALSE,17507,FALSE,64060,56485,117594,63231,TRUE,51248,FALSE,63231,51248,0.40533461543981514,0.1256296912898087,0.4596925814831293,0.40533461543981514,0.5377060054084392,0.43580454785108086,0.5377060054084392,0.43580454785108086,0.2797049241500065,-0.2797049241500065,-0.054357966043314165,-0.3340628901933206,0.1019014575573583,-0.1019014575573583,0.1019014575573583,-0.1019014575573583
67,10,16,1,49722,1291,51013,87287,104625,澎湖縣第01選區,2020,26737,TRUE,22332,FALSE,26737,22332,41709,23107,TRUE,16680,FALSE,23107,16680,0.5377297775632517,0.449137202847834,0.5377297775632517,0.449137202847834,0.5540051307871203,0.3999136876933036,0.5540051307871203,0.3999136876933036,0.0885925747154177,-0.0885925747154177,0.0885925747154177,-0.0885925747154177,0.15409144309381673,-0.15409144309381673,0.15409144309381673,-0.15409144309381673
68,10,17,1,220087,3383,223470,303637,359472,基隆市第01選區,2020,104082,TRUE,83689,FALSE,104082,83689,189869,78707,TRUE,68632,FALSE,78707,68632,0.47291298441071034,0.3802541722137155,0.47291298441071034,0.3802541722137155,0.41453317813861135,0.36147027687510863,0.41453317813861135,0.36147027687510863,0.09265881219699484,-0.09265881219699484,0.09265881219699484,-0.09265881219699484,0.053062901263502715,-0.053062901263502715,0.053062901263502715,-0.053062901263502715
69,10,18,1,257790,3688,261478,340854,444189,新竹市第01選區,2020,82011,FALSE,95298,TRUE,95298,82011,219311,90642,TRUE,79951,FALSE,90642,79951,0.31813103689049227,0.36967298964273243,0.36967298964273243,0.31813103689049227,0.4133034822694712,0.3645553574604101,0.4133034822694712,0.3645553574604101,-0.05154195275224016,0.05154195275224016,-0.05154195275224016,0.05154195275224016,0.0487481248090611,-0.0487481248090611,0.0487481248090611,-0.0487481248090611
70,10,20,1,160019,2238,162257,213240,266616,嘉義市第01選區,2020,80333,TRUE,53154,FALSE,80333,53154,137097,73965,TRUE,48893,FALSE,73965,48893,0.502021634930852,0.33217305444978407,0.502021634930852,0.33217305444978407,0.5395085231624325,0.3566307067258948,0.5395085231624325,0.3566307067258948,0.16984858048106788,-0.16984858048106788,0.16984858048106788,-0.16984858048106788,0.18287781643653767,-0.18287781643653767,0.18287781643653767,-0.18287781643653767
71,9,7,1,6000,69,6069,10583,12865,連江縣第01選區,2020,706,FALSE,2938,TRUE,2938,2198,4300,0,FALSE,2927,TRUE,2927,760,0.11766666666666667,0.48966666666666664,0.48966666666666664,0.36633333333333334,0,0.6806976744186046,0.6806976744186046,0.17674418604651163,-0.372,0.372,-0.372,0.1233333333333333,-0.6806976744186046,0.6806976744186046,-0.6806976744186046,0.503953488372093
72,9,20,1,46903,987,47890,119092,139018,金門縣第01選區,2020,0,FALSE,21875,TRUE,21875,13801,36267,8367,FALSE,16350,TRUE,16350,9405,0,0.4663880775216937,0.4663880775216937,0.2942455706458009,0.23070560013235172,0.45082306228803043,0.45082306228803043,0.25932666060054593,-0.4663880775216937,0.4663880775216937,-0.4663880775216937,0.17214250687589278,-0.2201174621556787,0.2201174621556787,-0.2201174621556787,0.1914964016874845
73,63,0,0,1610380,24891,1635271,2142067,2628329,臺北市,2020,0,FALSE,0,FALSE,NA,0,1438308,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
74,65,0,0,2409927,44145,2454072,3261226,3959964,新北市,2020,0,FALSE,0,FALSE,NA,0,2075212,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
75,68,0,0,1264180,20888,1285068,1717959,2171143,桃園市,2020,0,FALSE,0,FALSE,NA,0,1037190,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
76,66,0,0,1668780,27574,1696354,2217608,2778959,臺中市,2020,0,FALSE,0,FALSE,NA,0,1421077,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
77,67,0,0,1150580,21623,1172203,1546098,1872982,臺南市,2020,0,FALSE,0,FALSE,NA,0,977972,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
78,64,0,0,1731386,26473,1757859,2266452,2737901,高雄市,2020,0,FALSE,0,FALSE,NA,0,1482074,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
79,10,2,0,262850,5348,268198,362603,436820,宜蘭縣,2020,0,FALSE,0,FALSE,NA,0,224281,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
80,10,4,0,310499,6716,317215,420355,541557,新竹縣,2020,0,FALSE,0,FALSE,NA,0,254427,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
81,10,5,0,317464,6212,323676,437824,534238,苗栗縣,2020,0,FALSE,0,FALSE,NA,0,280155,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
82,10,7,0,753498,15932,769430,1029172,1266861,彰化縣,2020,0,FALSE,0,FALSE,NA,0,663317,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
83,10,8,0,283203,4568,287771,391271,465115,南投縣,2020,0,FALSE,0,FALSE,NA,0,245843,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
84,10,9,0,395787,7332,403119,562012,679019,雲林縣,2020,0,FALSE,0,FALSE,NA,0,340297,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
85,10,10,0,297139,9966,307105,422717,497453,嘉義縣,2020,0,FALSE,0,FALSE,NA,0,272664,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
86,10,13,0,471719,8803,480522,640643,759384,屏東縣,2020,0,FALSE,0,FALSE,NA,0,416252,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
87,10,14,0,78161,1047,79208,117051,138222,臺東縣,2020,0,FALSE,0,FALSE,NA,0,65933,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
88,10,15,0,139354,1397,140751,197162,233092,花蓮縣,2020,0,FALSE,0,FALSE,NA,0,117594,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
89,10,16,0,49722,1291,51013,87287,104625,澎湖縣,2020,0,FALSE,0,FALSE,NA,0,41709,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
90,10,17,0,220087,3383,223470,303637,359472,基隆市,2020,0,FALSE,0,FALSE,NA,0,189869,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
91,10,18,0,257790,3688,261478,340854,444189,新竹市,2020,0,FALSE,0,FALSE,NA,0,219311,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
92,10,20,0,160019,2238,162257,213240,266616,嘉義市,2020,0,FALSE,0,FALSE,NA,0,137097,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
93,9,7,0,6000,69,6069,10583,12865,連江縣,2020,0,FALSE,0,FALSE,NA,0,4300,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
94,9,20,0,46903,987,47890,119092,139018,金門縣,2020,0,FALSE,0,FALSE,NA,0,36267,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
95,0,0,0,13885428,244571,14129999,18806913,23027824,全國,2020,0,FALSE,0,FALSE,NA,0,11941149,0,FALSE,0,FALSE,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA
0,9,7,1,4300,138,4438,9921,12367,連江縣第01選區,2016,0,FALSE,2927,TRUE,2927,760,5057,0,FALSE,2361,FALSE,2528,2361,0,0.6806976744186046,0.6806976744186046,0.17674418604651163,0,0.4668775954122998,0.49990112715048446,0.4668775954122998,-0.6806976744186046,0.6806976744186046,-0.6806976744186046,0.503953488372093,-0.4668775954122998,0.4668775954122998,-0.49990112715048446,-0.033023531738184675
1,9,20,1,36267,747,37014,109478,131568,金門縣第01選區,2016,8367,FALSE,16350,TRUE,16350,9405,37729,0,FALSE,12435,TRUE,12435,12128,0.23070560013235172,0.45082306228803043,0.45082306228803043,0.25932666060054593,0,0.32958732009859787,0.32958732009859787,0.32145034323729754,-0.2201174621556787,0.2201174621556787,-0.2201174621556787,0.1914964016874845,-0.32958732009859787,0.32958732009859787,-0.32958732009859787,0.008136976861300327
2,10,2,1,224281,4963,229244,357077,441410,宜蘭縣第01選區,2016,120393,TRUE,63367,FALSE,120393,63367,246274,127303,TRUE,118971,FALSE,127303,118971,0.5367953593929045,0.28253396408969106,0.5367953593929045,0.28253396408969106,0.5169161178199891,0.48308388218001086,0.5169161178199891,0.48308388218001086,0.2542613953032134,-0.2542613953032134,0.2542613953032134,-0.2542613953032134,0.03383223563997828,-0.03383223563997828,0.03383223563997828,-0.03383223563997828
3,10,4,1,254427,8331,262758,396492,520418,新竹縣第01選區,2016,0,FALSE,93495,TRUE,93495,85170,277903,102953,FALSE,171466,TRUE,171466,102953,0,0.36747279180275677,0.36747279180275677,0.3347522079024632,0.3704637949212495,0.6169994566449445,0.6169994566449445,0.3704637949212495,-0.36747279180275677,0.36747279180275677,-0.36747279180275677,0.03272058390029359,-0.246535661723695,0.246535661723695,-0.246535661723695,0.246535661723695
4,10,5,1,133394,2821,136215,207220,261102,苗栗縣第01選區,2016,47837,FALSE,56373,TRUE,56373,47837,145906,56179,FALSE,82902,TRUE,82902,56179,0.35861433047963176,0.42260521462734457,0.42260521462734457,0.35861433047963176,0.3850355708469837,0.5681877373103231,0.5681877373103231,0.3850355708469837,-0.06399088414771281,0.06399088414771281,-0.06399088414771281,0.06399088414771281,-0.18315216646333943,0.18315216646333943,-0.18315216646333943,0.18315216646333943
5,10,5,2,146761,2457,149218,232151,291742,苗栗縣第02選區,2016,65465,FALSE,73234,TRUE,73234,65465,165880,47022,FALSE,118858,TRUE,118858,47022,0.44606537159054516,0.49900177840161897,0.49900177840161897,0.44606537159054516,0.2834699782975645,0.7165300217024355,0.7165300217024355,0.2834699782975645,-0.05293640681107381,0.05293640681107381,-0.05293640681107381,0.05293640681107381,-0.43306004340487103,0.43306004340487103,-0.43306004340487103,0.43306004340487103
6,10,7,1,164376,4487,168863,247505,316271,彰化縣第01選區,2016,72003,FALSE,92373,TRUE,92373,72003,178998,62640,FALSE,63026,TRUE,63026,62640,0.43803839976638925,0.5619616002336107,0.5619616002336107,0.43803839976638925,0.34994804411222474,0.3521044927876289,0.3521044927876289,0.34994804411222474,-0.1239232004672215,0.1239232004672215,-0.1239232004672215,0.1239232004672215,-0.0021564486754041545,0.0021564486754041545,-0.0021564486754041545,0.0021564486754041545
7,10,7,2,162471,2555,165026,237921,302973,彰化縣第02選區,2016,73227,TRUE,65020,FALSE,73227,65020,173266,77158,FALSE,96108,TRUE,96108,77158,0.450708126373322,0.4001944962485613,0.450708126373322,0.4001944962485613,0.44531529555712024,0.5546847044428798,0.5546847044428798,0.44531529555712024,0.05051363012476073,-0.05051363012476073,0.05051363012476073,-0.05051363012476073,-0.10936940888575952,0.10936940888575952,-0.10936940888575952,0.10936940888575952
8,10,7,3,169585,3955,173540,270227,336417,彰化縣第03選區,2016,75609,TRUE,69448,FALSE,75609,69448,181321,79969,FALSE,101352,TRUE,101352,79969,0.4458472152607837,0.4095173511808238,0.4458472152607837,0.4095173511808238,0.44103551160648796,0.5589644883935121,0.5589644883935121,0.44103551160648796,0.03632986407995992,-0.03632986407995992,0.03632986407995992,-0.03632986407995992,-0.11792897678702413,0.11792897678702413,-0.11792897678702413,0.11792897678702413
9,10,7,4,166885,4141,171026,260906,327622,彰化縣第04選區,2016,95518,TRUE,71367,FALSE,95518,71367,183292,92085,TRUE,91207,FALSE,92085,91207,0.5723582107439255,0.42764178925607454,0.5723582107439255,0.42764178925607454,0.502395085437444,0.4976049145625559,0.502395085437444,0.4976049145625559,0.1447164214878509,-0.1447164214878509,0.1447164214878509,-0.1447164214878509,0.004790170874888144,-0.004790170874888144,0.004790170874888144,-0.004790170874888144
10,10,8,1,116121,2885,119006,188743,230505,南投縣第01選區,2016,52521,FALSE,63600,TRUE,63600,52521,129559,49950,FALSE,78083,TRUE,78083,49950,0.45229545043532177,0.5477045495646782,0.5477045495646782,0.45229545043532177,0.3855386349076482,0.6026829475374154,0.6026829475374154,0.3855386349076482,-0.09540909912935641,0.09540909912935641,-0.09540909912935641,0.09540909912935641,-0.21714431262976713,0.21714431262976713,-0.21714431262976713,0.21714431262976713
11,10,8,2,129722,3614,133336,204977,250492,南投縣第02選區,2016,56237,FALSE,73485,TRUE,73485,56237,145455,66447,FALSE,79008,TRUE,79008,66447,0.4335193721959267,0.5664806278040734,0.5664806278040734,0.4335193721959267,0.45682169743219553,0.5431783025678045,0.5431783025678045,0.45682169743219553,-0.1329612556081467,0.1329612556081467,-0.1329612556081467,0.1329612556081467,-0.086356605135609,0.086356605135609,-0.086356605135609,0.086356605135609
12,10,9,1,162634,5123,167757,279736,344461,雲林縣第01選區,2016,87378,TRUE,69614,FALSE,87378,69614,180024,89213,FALSE,90811,TRUE,90811,89213,0.537267729994958,0.42804087706137706,0.537267729994958,0.42804087706137706,0.49556170288405993,0.5044382971159401,0.5044382971159401,0.49556170288405993,0.10922685293358092,-0.10922685293358092,0.10922685293358092,-0.10922685293358092,-0.008876594231880197,0.008876594231880197,-0.008876594231880197,0.008876594231880197
13,10,9,2,177663,3309,180972,283296,353065,雲林縣第02選區,2016,121114,TRUE,46494,FALSE,121114,46494,199017,121368,TRUE,73832,FALSE,121368,73832,0.6817063766794437,0.261697708583104,0.6817063766794437,0.261697708583104,0.6098373505780913,0.37098338332906233,0.6098373505780913,0.37098338332906233,0.4200086680963397,-0.4200086680963397,0.4200086680963397,-0.4200086680963397,0.23885396724902896,-0.23885396724902896,0.23885396724902896,-0.23885396724902896
14,10,10,1,136831,3121,139952,201665,243252,嘉義縣第01選區,2016,72469,TRUE,62176,FALSE,72469,62176,146067,72586,FALSE,73481,TRUE,73481,72586,0.5296241348817154,0.4543999532269734,0.5296241348817154,0.4543999532269734,0.49693633743419113,0.5030636625658088,0.5030636625658088,0.49693633743419113,0.07522418165474204,-0.07522418165474204,0.07522418165474204,-0.07522418165474204,-0.006127325131617678,0.006127325131617678,-0.006127325131617678,0.006127325131617678
15,10,10,2,135833,5191,141024,223450,271083,嘉義縣第02選區,2016,88538,TRUE,43279,FALSE,88538,43279,157305,86828,TRUE,70477,FALSE,86828,70477,0.6518150964787643,0.3186191867955504,0.6518150964787643,0.3186191867955504,0.5519722831442103,0.4480277168557897,0.5519722831442103,0.4480277168557897,0.33319590968321394,-0.33319590968321394,0.33319590968321394,-0.33319590968321394,0.10394456628842064,-0.10394456628842064,0.10394456628842064,-0.10394456628842064
16,10,13,1,145572,4719,150291,228120,274836,屏東縣第01選區,2016,101894,TRUE,43678,FALSE,101894,43678,162419,94538,TRUE,55161,FALSE,94538,55161,0.6999560355013327,0.3000439644986673,0.6999560355013327,0.3000439644986673,0.5820624434333421,0.33962159599554237,0.5820624434333421,0.33962159599554237,0.39991207100266535,-0.39991207100266535,0.39991207100266535,-0.39991207100266535,0.24244084743779976,-0.24244084743779976,0.24244084743779976,-0.24244084743779976
17,10,13,2,145019,2402,147421,213023,260943,屏東縣第02選區,2016,76204,TRUE,68815,FALSE,76204,68815,156682,75986,FALSE,80696,TRUE,80696,75986,0.5254759721139989,0.4745240278860011,0.5254759721139989,0.4745240278860011,0.48496955617109816,0.5150304438289018,0.5150304438289018,0.48496955617109816,0.05095194422799776,-0.05095194422799776,0.05095194422799776,-0.05095194422799776,-0.03006088765780368,0.03006088765780368,-0.03006088765780368,0.03006088765780368
18,10,13,3,125661,2234,127895,201649,247434,屏東縣第03選區,2016,67260,TRUE,16097,FALSE,67260,41323,140563,93685,TRUE,45314,FALSE,93685,45314,0.535249600114594,0.1280986145263845,0.535249600114594,0.32884506728420115,0.666498296137675,0.32237502045346217,0.666498296137675,0.32237502045346217,0.4071509855882095,-0.4071509855882095,0.20640453283039284,-0.4071509855882095,0.3441232756842128,-0.3441232756842128,0.3441232756842128,-0.3441232756842128
19,10,14,1,65933,1742,67675,118223,143421,臺東縣第01選區,2016,42317,TRUE,23616,FALSE,42317,23616,76170,31685,TRUE,22553,FALSE,31685,22553,0.6418182093943852,0.3581817906056148,0.6418182093943852,0.3581817906056148,0.4159774189313378,0.2960876985689904,0.4159774189313378,0.2960876985689904,0.2836364187887704,-0.2836364187887704,0.2836364187887704,-0.2836364187887704,0.11988972036234735,-0.11988972036234735,0.11988972036234735,-0.11988972036234735
20,10,15,1,117594,2528,120122,198114,240031,花蓮縣第01選區,2016,63231,TRUE,51248,FALSE,63231,51248,128731,33326,FALSE,57557,TRUE,57557,35884,0.5377060054084392,0.43580454785108086,0.5377060054084392,0.43580454785108086,0.25888092223318393,0.44711064157040653,0.44711064157040653,0.2787518158019436,0.1019014575573583,-0.1019014575573583,0.1019014575573583,-0.1019014575573583,-0.1882297193372226,0.1882297193372226,-0.1882297193372226,0.16835882576846295
21,10,16,1,41709,1208,42917,83154,101852,澎湖縣第01選區,2016,23107,TRUE,16680,FALSE,23107,16680,44579,23823,TRUE,0,FALSE,23823,20756,0.5540051307871203,0.3999136876933036,0.5540051307871203,0.3999136876933036,0.5343996051952713,0,0.5343996051952713,0.4656003948047287,0.15409144309381673,-0.15409144309381673,0.15409144309381673,-0.15409144309381673,0.5343996051952713,-0.5343996051952713,0.0687992103905426,-0.5343996051952713
22,10,17,1,189869,2378,192247,298947,363090,基隆市第01選區,2016,78707,TRUE,68632,FALSE,78707,68632,210321,84487,FALSE,110196,TRUE,110196,84487,0.41453317813861135,0.36147027687510863,0.41453317813861135,0.36147027687510863,0.4017050128137466,0.5239419744105439,0.5239419744105439,0.4017050128137466,0.053062901263502715,-0.053062901263502715,0.053062901263502715,-0.053062901263502715,-0.12223696159679731,0.12223696159679731,-0.12223696159679731,0.12223696159679731
23,10,18,1,219311,2895,222206,324395,429915,新竹市第01選區,2016,90642,TRUE,79951,FALSE,90642,79951,228717,95715,FALSE,121848,TRUE,121848,95715,0.4133034822694712,0.3645553574604101,0.4133034822694712,0.3645553574604101,0.41848660134576793,0.5327457075774866,0.5327457075774866,0.41848660134576793,0.0487481248090611,-0.0487481248090611,0.0487481248090611,-0.0487481248090611,-0.1142591062317187,0.1142591062317187,-0.1142591062317187,0.1142591062317187
24,10,20,1,137097,2447,139544,208988,269404,嘉義市第01選區,2016,73965,TRUE,48893,FALSE,73965,48893,148171,72343,TRUE,71906,FALSE,72343,71906,0.5395085231624325,0.3566307067258948,0.5395085231624325,0.3566307067258948,0.48823993898941087,0.4852906439181756,0.48823993898941087,0.4852906439181756,0.18287781643653767,-0.18287781643653767,0.18287781643653767,-0.18287781643653767,0.0029492950712352584,-0.0029492950712352584,0.0029492950712352584,-0.0029492950712352584
25,63,0,1,188807,2130,190937,275449,332274,臺北市第01選區,2016,95951,TRUE,82649,FALSE,95951,82649,202270,82040,FALSE,112571,TRUE,112571,82040,0.5081962003527412,0.4377433040088556,0.5081962003527412,0.4377433040088556,0.40559647995253867,0.5565382904039156,0.5565382904039156,0.40559647995253867,0.07045289634388557,-0.07045289634388557,0.07045289634388557,-0.07045289634388557,-0.1509418104513769,0.1509418104513769,-0.1509418104513769,0.1509418104513769
26,63,0,2,181084,4144,185228,268464,342977,臺北市第02選區,2016,107366,TRUE,0,FALSE,107366,65967,198271,99229,TRUE,96119,FALSE,99229,96119,0.59290715910848,0,0.59290715910848,0.3642895010050584,0.5004715767812741,0.4847859747517287,0.5004715767812741,0.4847859747517287,0.59290715910848,-0.59290715910848,0.2286176581034216,-0.59290715910848,0.015685602029545387,-0.015685602029545387,0.015685602029545387,-0.015685602029545387
27,63,0,3,192089,3788,195877,289911,361907,臺北市第03選區,2016,0,FALSE,89673,TRUE,89673,73797,211343,89417,FALSE,118503,TRUE,118503,89417,0,0.4668304796214255,0.4668304796214255,0.3841812909640844,0.42308948013418946,0.5607140998282413,0.5607140998282413,0.42308948013418946,-0.4668304796214255,0.4668304796214255,-0.4668304796214255,0.08264918865734111,-0.13762461969405182,0.13762461969405182,-0.13762461969405182,0.13762461969405182
28,63,0,4,214700,4241,218941,320963,405507,臺北市第04選區,2016,0,FALSE,89612,TRUE,89612,85600,230695,78097,FALSE,111260,TRUE,111260,78097,0,0.41738239403819283,0.41738239403819283,0.39869585468095015,0.3385292269013199,0.48228180064587445,0.48228180064587445,0.3385292269013199,-0.41738239403819283,0.41738239403819283,-0.41738239403819283,0.018686539357242682,-0.14375257374455452,0.14375257374455452,-0.14375257374455452,0.14375257374455452
29,63,0,5,166895,3151,170046,248868,304815,臺北市第05選區,2016,0,FALSE,76079,FALSE,82650,76079,181516,77013,FALSE,100292,TRUE,100292,77013,0,0.45584948620390064,0.4952215464813206,0.45584948620390064,0.4242766477886247,0.5525242953789198,0.5525242953789198,0.4242766477886247,-0.45584948620390064,0.45584948620390064,-0.4952215464813206,-0.03937206027741996,-0.1282476475902951,0.1282476475902951,-0.1282476475902951,0.1282476475902951
30,63,0,6,160560,3248,163808,245521,311718,臺北市第06選區,2016,0,FALSE,74015,TRUE,74015,56766,180732,54113,FALSE,108488,TRUE,108488,54113,0,0.46098031888390634,0.46098031888390634,0.35355007473841554,0.29941017639377643,0.6002700130580085,0.6002700130580085,0.29941017639377643,-0.46098031888390634,0.46098031888390634,-0.46098031888390634,0.1074302441454908,-0.3008598366642321,0.3008598366642321,-0.3008598366642321,0.3008598366642321
31,63,0,7,165280,3009,168289,248887,304577,臺北市第07選區,2016,0,FALSE,74455,TRUE,74455,69882,181055,0,FALSE,114009,TRUE,114009,43449,0,0.45047797676669893,0.45047797676669893,0.42280977734753145,0,0.6296926348347187,0.6296926348347187,0.23997680262903537,-0.45047797676669893,0.45047797676669893,-0.45047797676669893,0.027668199419167483,-0.6296926348347187,0.6296926348347187,-0.6296926348347187,0.38971583220568334
32,63,0,8,168893,3469,172362,252360,323189,臺北市第08選區,2016,0,FALSE,83931,TRUE,83931,60459,185867,53917,FALSE,117892,TRUE,117892,53917,0,0.49694777166608445,0.49694777166608445,0.3579722072554813,0.29008376957717075,0.634281502364594,0.634281502364594,0.29008376957717075,-0.49694777166608445,0.49694777166608445,-0.49694777166608445,0.13897556441060316,-0.34419773278742327,0.34419773278742327,-0.34419773278742327,0.34419773278742327
33,64,0,1,148136,2683,150819,224630,268567,高雄市第01選區,2016,87432,TRUE,58689,FALSE,87432,58689,165540,89913,TRUE,75627,FALSE,89913,75627,0.5902143975806016,0.39618323702543606,0.5902143975806016,0.39618323702543606,0.5431496919173614,0.45685030808263866,0.5431496919173614,0.45685030808263866,0.1940311605551655,-0.1940311605551655,0.1940311605551655,-0.1940311605551655,0.08629938383472274,-0.08629938383472274,0.08629938383472274,-0.08629938383472274
34,64,0,2,175247,3292,178539,256424,316584,高雄市第02選區,2016,110819,TRUE,61186,FALSE,110819,61186,192021,96818,TRUE,92902,FALSE,96818,92902,0.6323588991537659,0.3491414974293426,0.6323588991537659,0.3491414974293426,0.5042052692153463,0.4838116664323173,0.5042052692153463,0.4838116664323173,0.2832174017244233,-0.2832174017244233,0.2832174017244233,-0.2832174017244233,0.02039360278302893,-0.02039360278302893,0.02039360278302893,-0.02039360278302893
